timestamp,flow_id,ip_src,tp_src,ip_dst,tp_dst,ip_proto,flow_duration_sec,flow_duration_nsec,idle_timeout,hard_timeout,packet_count,byte_count,packet_count_per_second,packet_count_per_nsecond,Label
1715845591.871385,114.93.82.2443164810.0.0.78017,114.93.82.244,31648,10.0.0.7,80,17,15,951000000,20,100,0,0,0.0,0.0,0
1715845591.871385,114.93.82.2442261610.0.0.72261617,114.93.82.244,22616,10.0.0.7,22616,17,15,905000000,20,100,0,0,0.0,0.0,1
1715845591.871385,116.218.117.2103162810.0.0.78017,116.218.117.210,31628,10.0.0.7,80,17,16,712000000,20,100,0,0,0.0,0.0,1
1715845591.871385,116.218.117.2102261610.0.0.72261617,116.218.117.210,22616,10.0.0.7,22616,17,16,676000000,20,100,0,0,0.0,0.0,1
1715845591.871385,122.183.222.1083161210.0.0.78017,122.183.222.108,31612,10.0.0.7,80,17,17,106000000,20,100,0,0,0.0,0.0,1
1715845591.871385,122.183.222.1082261610.0.0.72261617,122.183.222.108,22616,10.0.0.7,22616,17,17,12000000,20,100,0,0,0.0,0.0,1
1715845591.871385,122.61.191.1782261610.0.0.72261617,122.61.191.178,22616,10.0.0.7,22616,17,17,109000000,20,100,0,0,0.0,0.0,1
1715845591.871385,128.85.216.823170810.0.0.78017,128.85.216.82,31708,10.0.0.7,80,17,14,822000000,20,100,0,0,0.0,0.0,0
1715845591.871385,128.85.216.822261610.0.0.72261617,128.85.216.82,22616,10.0.0.7,22616,17,14,792000000,20,100,0,0,0.0,0.0,1
1715845591.871385,129.72.44.823167410.0.0.78017,129.72.44.82,31674,10.0.0.7,80,17,15,447000000,20,100,0,0,0.0,0.0,0
1715845591.871385,129.72.44.822261610.0.0.72261617,129.72.44.82,22616,10.0.0.7,22616,17,15,408000000,20,100,0,0,0.0,0.0,1
1715845591.871385,132.28.10.1003165110.0.0.78017,132.28.10.100,31651,10.0.0.7,80,17,15,844000000,20,100,0,0,0.0,0.0,0
